"Domain"	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"SubSpecie"	"Specie"	"taxRank"	"taxID"	"Max"	"A54.cladeReads"	"A55.cladeReads"	"A56.cladeReads"	"A57.cladeReads"	"A58.cladeReads"	"A59.cladeReads"	"A60.cladeReads"	"A61.cladeReads"	"A62.cladeReads"	"A63.cladeReads"
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Pseudohongiella"	"G"	1524249	189	164	64	5	22	122	189	29	132	32	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Pseudohongiella"	NA	NA	"Pseudohongiella spirulinae"	"S"	1249552	189	164	64	5	22	122	189	29	132	32	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Gallaecimonas"	"G"	745410	220	115	49	220	49	190	147	215	187	59	31
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Gallaecimonas"	NA	NA	"Gallaecimonas sp. HK-28"	"S"	2291597	220	115	49	220	49	190	147	215	187	59	31
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Candidatus Baumannia"	"-"	198346	624	44	63	11	70	252	18	31	624	7	190
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Candidatus Baumannia"	NA	NA	"Candidatus Baumannia cicadellinicola"	"S"	186490	624	44	63	11	70	252	18	31	624	7	190
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	NA	NA	NA	"Thiolapillus"	"G"	1608298	228	37	228	10	8	163	21	2	99	20	102
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"unclassified Gammaproteobacteria"	"Thiolapillus"	NA	NA	"Thiolapillus brandeum"	"S"	1076588	228	37	228	10	8	163	21	2	99	20	102
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Thiotrichales"	"O"	72273	2103	1847	2038	1173	2103	1920	1260	1084	1889	1617	1347
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	NA	NA	NA	"Francisellaceae"	"F"	34064	1635	1251	1109	1039	1635	1120	1153	1002	1225	517	816
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	NA	NA	"Francisella"	"G"	262	1602	1212	1036	1039	1602	1090	1146	999	1193	513	807
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella philomiragia"	"S"	28110	782	603	275	782	429	476	388	726	47	418	412
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella tularensis"	"S"	263	552	281	179	12	540	62	73	49	552	7	43
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella sp. TX077310"	"S"	573570	124	124	69	14	14	85	7	3	7	7	26
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella sp. TX077308"	"S"	573569	84	65	71	6	16	84	4	NA	20	31	35
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella sp. CA97-1460"	"S"	1542390	269	39	211	7	127	188	25	26	269	1	19
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella sp. FSC1006"	"S"	1547445	174	27	30	71	27	24	23	15	174	12	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella sp. FDC440"	"S"	2007306	535	21	53	7	279	68	535	111	19	31	211
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella halioticida"	"S"	549298	101	9	46	3	101	27	8	NA	2	NA	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella persica"	"S"	954	25	7	25	1	10	5	13	4	8	2	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella noatunensis"	"S"	657445	132	27	15	132	52	19	67	58	50	1	42
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Francisella"	NA	"Francisella hispaniensis"	"S"	622488	58	4	58	NA	2	47	NA	4	41	NA	2
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	NA	NA	"Allofrancisella"	"G"	1869285	73	39	73	NA	32	29	7	3	32	4	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Francisellaceae"	"Allofrancisella"	NA	"Allofrancisella guangzhouensis"	"S"	594679	73	39	73	NA	32	29	7	3	32	4	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	NA	NA	NA	"Piscirickettsiaceae"	"F"	135616	628	329	568	27	375	564	66	49	436	628	524
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	NA	NA	"Hydrogenovibrio"	"G"	28884	553	101	149	3	172	102	10	12	108	553	72
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Hydrogenovibrio"	NA	"Hydrogenovibrio crunogenus"	"S"	39765	553	101	149	3	172	102	10	12	108	553	72
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	NA	NA	"Piscirickettsia"	"G"	1237	101	76	68	7	35	101	9	3	24	3	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Piscirickettsia"	NA	"Piscirickettsia salmonis"	"S"	1238	101	76	68	7	35	101	9	3	24	3	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	NA	NA	"Cycloclasticus"	"G"	34067	133	59	104	2	52	133	20	6	37	8	82
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Cycloclasticus"	NA	"Cycloclasticus sp. PY97N"	"S"	728003	133	36	104	2	25	133	NA	NA	21	NA	81
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Cycloclasticus"	NA	"Cycloclasticus zancles"	"S"	1329899	16	13	NA	NA	2	NA	NA	NA	16	NA	NA
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Cycloclasticus"	NA	"Cycloclasticus sp. P1"	"S"	385025	23	9	NA	NA	23	NA	20	6	NA	8	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	NA	NA	"Methylophaga"	"G"	40222	235	52	96	7	75	118	20	14	235	35	32
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Methylophaga"	NA	"Methylophaga nitratireducenticrescens"	"S"	754476	138	42	54	7	37	92	14	3	138	15	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Methylophaga"	NA	"Methylophaga frappieri"	"S"	754477	96	9	41	NA	38	25	6	11	96	20	22
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	NA	NA	"Thiomicrospira"	"G"	933	328	39	149	8	40	108	7	14	31	29	328
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Thiomicrospira"	NA	"Thiomicrospira aerophila"	"S"	92245	210	31	16	2	16	93	NA	5	17	1	210
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Piscirickettsiaceae"	"Thiomicrospira"	NA	"Thiomicrospira cyclica"	"S"	147268	132	8	132	6	24	14	7	8	13	28	118
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	NA	NA	NA	"Thiotrichaceae"	"F"	135617	471	266	360	107	93	236	40	32	227	471	7
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	NA	NA	"Thioploca"	"G"	40751	448	147	120	95	46	165	37	22	41	448	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thioploca"	NA	"Thioploca ingrica"	"S"	40754	448	147	120	95	46	165	37	22	41	448	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	NA	NA	"Beggiatoa"	"G"	1021	240	119	240	12	47	71	3	10	186	23	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Beggiatoa"	NA	"Beggiatoa leptomitoformis"	"S"	288004	240	119	240	12	47	71	3	10	186	23	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Methylococcales"	"O"	135618	1811	1228	1537	1473	846	1222	901	1811	1286	752	788
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	NA	NA	NA	"Methylococcaceae"	"F"	403	1811	1228	1537	1473	846	1222	901	1811	1286	752	788
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA	NA	"Methylomonas"	"G"	416	1717	424	654	972	465	736	395	1717	384	354	422
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	NA	"Methylomonas methanica"	"S"	421	853	219	153	821	114	508	230	853	203	274	183
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	NA	"Methylomonas denitrificans"	"S"	1538553	679	84	109	122	287	111	31	679	69	17	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	NA	"Methylomonas koyamae"	"S"	702114	145	85	145	5	26	51	96	8	47	26	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomonas"	NA	"Methylomonas sp. DH-1"	"S"	1727196	246	34	246	22	37	64	37	175	65	36	226
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA	NA	"Methylovulum"	"G"	762296	262	224	85	2	29	125	142	5	68	62	262
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylovulum"	NA	"Methylovulum psychrotolerans"	"S"	1704499	262	224	85	2	29	125	142	5	68	62	262
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA	NA	"Methylococcus"	"G"	413	447	212	179	447	51	44	152	15	212	264	47
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylococcus"	NA	"Methylococcus capsulatus"	"S"	414	447	212	179	447	51	44	152	15	212	264	47
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA	NA	"Methylomicrobium"	"G"	39773	534	184	517	35	293	219	138	51	534	66	48
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomicrobium"	NA	"Methylomicrobium album"	"S"	39775	466	128	239	23	148	174	89	32	466	46	45
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylomicrobium"	NA	"Methylomicrobium alcaliphilum"	"S"	271065	277	56	277	12	145	44	49	19	68	20	3
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	NA	NA	"Methylocaldum"	"G"	73778	181	181	100	16	7	97	73	23	86	5	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Methylococcales"	"Methylococcaceae"	"Methylocaldum"	NA	"Methylocaldum marinum"	"S"	1432792	181	181	100	16	7	97	73	23	86	5	8
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Legionellales"	"O"	118969	2409	1160	1289	1299	2409	1368	1378	1189	1798	822	318
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	NA	NA	NA	"Legionellaceae"	"F"	444	2065	960	1120	1287	2065	1312	1303	1037	1760	769	293
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA	"Legionella"	"G"	445	1956	925	995	564	1956	1093	1241	603	1638	749	260
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella pneumophila"	"S"	446	1481	442	244	490	1481	170	882	267	388	605	99
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella waltersii"	"S"	66969	188	111	63	11	68	67	93	51	188	15	9
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella clemsonensis"	"S"	1867846	217	74	102	17	4	217	15	6	26	82	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella oakridgensis"	"S"	29423	93	64	29	1	5	93	1	3	23	1	2
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella anisa"	"S"	28082	212	61	51	11	212	138	117	9	26	8	24
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella lansingensis"	"S"	45067	45	45	27	12	25	13	8	5	29	5	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella hackeliae"	"S"	449	224	45	131	4	65	44	22	48	224	3	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella longbeachae"	"S"	450	91	26	19	6	23	66	91	8	23	11	66
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella spiritensis"	"S"	452	51	24	29	8	21	14	4	11	51	2	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella fallonii"	"S"	96230	442	18	166	2	27	90	3	11	442	4	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella endosymbiont of Polyplax serrata"	"S"	2005262	22	6	5	1	13	6	NA	13	3	3	22
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Legionella"	NA	"Legionella sainthelensi"	"S"	28087	210	5	124	NA	10	172	3	169	210	9	14
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA	"Fluoribacter"	"G"	461	674	26	115	674	65	201	41	416	112	5	29
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Fluoribacter"	NA	"Fluoribacter dumoffii"	"S"	463	674	26	115	674	65	201	41	416	112	5	29
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA	"Tatlockia"	"G"	465	49	8	9	49	44	18	20	18	9	15	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	"Tatlockia"	NA	"Tatlockia micdadei"	"S"	451	49	8	9	49	44	18	20	18	9	15	4
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	NA	NA	NA	"Coxiellaceae"	"F"	118968	344	199	169	12	344	56	75	152	38	53	25
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	NA	NA	"Coxiella"	"G"	776	258	149	27	12	258	56	68	146	22	52	23
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	NA	"Coxiella burnetii"	"S"	777	81	81	12	3	62	47	14	40	12	5	7
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	NA	"Candidatus Coxiella mudrowiae"	"S"	2054173	190	58	10	8	190	NA	54	106	3	47	16
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"Coxiella"	NA	"Coxiella endosymbiont of Amblyomma americanum"	"S"	325775	10	10	5	1	6	8	NA	NA	7	NA	NA
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	NA	NA	"unclassified Coxiellaceae"	"-"	134284	142	49	142	NA	85	NA	6	5	15	1	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Coxiellaceae"	"unclassified Coxiellaceae"	NA	"Coxiella-like endosymbiont"	"S"	1592897	142	49	142	NA	85	NA	6	5	15	1	1
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Orbales"	"O"	1240482	639	528	364	571	416	460	229	138	639	110	267
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	NA	NA	NA	"Orbaceae"	"F"	1240483	639	528	364	571	416	460	229	138	639	110	267
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	NA	NA	"Gilliamella"	"G"	1193503	391	391	115	46	240	122	101	15	298	69	242
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Gilliamella"	NA	"Gilliamella apicola"	"S"	1196095	391	391	115	46	240	122	101	15	298	69	242
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	NA	NA	"Frischella"	"G"	1335631	524	137	249	524	176	337	128	122	340	40	25
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Orbales"	"Orbaceae"	"Frischella"	NA	"Frischella perrara"	"S"	1267021	524	137	249	524	176	337	128	122	340	40	25
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Immundisolibacterales"	"O"	1934945	475	260	207	3	320	74	84	3	335	475	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	NA	NA	NA	"Immundisolibacteraceae"	"F"	1934946	475	260	207	3	320	74	84	3	335	475	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	NA	NA	"Immundisolibacter"	"G"	1934947	475	260	207	3	320	74	84	3	335	475	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Immundisolibacterales"	"Immundisolibacteraceae"	"Immundisolibacter"	NA	"Immundisolibacter cernigliae"	"S"	1810504	475	260	207	3	320	74	84	3	335	475	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Acidiferrobacterales"	"O"	1692040	937	240	937	58	277	310	316	260	568	334	429
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	NA	NA	NA	"Acidiferrobacteraceae"	"F"	1692041	937	240	937	58	277	310	316	260	568	334	429
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA	NA	"Sulfurifustis"	"G"	1692042	735	148	735	19	175	47	74	170	144	64	33
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Sulfurifustis"	NA	"Sulfurifustis variabilis"	"S"	1675686	735	148	735	19	175	47	74	170	144	64	33
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA	NA	"Sulfuricaulis"	"G"	1744881	369	58	124	27	52	193	84	32	369	55	27
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Sulfuricaulis"	NA	"Sulfuricaulis limicola"	"S"	1620215	369	58	124	27	52	193	84	32	369	55	27
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	NA	NA	"Acidiferrobacter"	"G"	986106	367	34	77	11	49	70	156	58	55	214	367
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Acidiferrobacterales"	"Acidiferrobacteraceae"	"Acidiferrobacter"	NA	"Acidiferrobacter sp. SPIII_3"	"S"	1281578	367	34	77	11	49	70	156	58	55	214	367
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Nevskiales"	"O"	1775403	1582	181	449	23	64	202	57	34	1582	17	16
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	NA	NA	NA	"Sinobacteraceae"	"F"	568386	1582	181	449	23	64	202	57	34	1582	17	16
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Sinobacteraceae"	NA	NA	"Solimonas"	"G"	413435	1390	135	333	15	33	148	13	19	1390	6	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Sinobacteraceae"	"Solimonas"	NA	"Solimonas sp. K1W22B-7"	"S"	2303331	1390	135	333	15	33	148	13	19	1390	6	10
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Sinobacteraceae"	NA	NA	"Steroidobacter"	"G"	469322	172	46	108	8	31	52	44	15	172	11	6
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Nevskiales"	"Sinobacteraceae"	"Steroidobacter"	NA	"Steroidobacter denitrificans"	"S"	465721	172	46	108	8	31	52	44	15	172	11	6
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Cardiobacteriales"	"O"	135615	682	187	54	288	682	23	4	118	67	4	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	NA	NA	NA	"Cardiobacteriaceae"	"F"	868	682	187	54	288	682	23	4	118	67	4	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	"Cardiobacteriaceae"	NA	NA	"Dichelobacter"	"G"	869	682	187	54	288	682	23	4	118	67	4	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Cardiobacteriales"	"Cardiobacteriaceae"	"Dichelobacter"	NA	"Dichelobacter nodosus"	"S"	870	682	187	54	288	682	23	4	118	67	4	5
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA	"Salinisphaerales"	"O"	742030	233	136	233	26	7	116	56	20	133	5	35
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	NA	NA	NA	"Salinisphaeraceae"	"F"	742031	233	136	233	26	7	116	56	20	133	5	35
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Salinisphaeraceae"	NA	NA	"Salinisphaera"	"G"	180541	233	136	233	26	7	116	56	20	133	5	35
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Salinisphaerales"	"Salinisphaeraceae"	"Salinisphaera"	NA	"Salinisphaera sp. LB1"	"S"	2183911	233	136	233	26	7	116	56	20	133	5	35
"cellular organisms"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA	"Alphaproteobacteria"	"C"	28211	96311	67664	96311	30878	32529	52187	48215	42559	79537	43147	35643
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA	"Rhizobiales"	"O"	356	47693	27862	47693	12676	11302	21278	17394	17215	34588	17933	13209
"cellular organisms"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	NA	NA	NA	"Rhizobiaceae"	"F"	82115	25242	8937	25242	3799	2797	6180	4621	4328	9262	5902	2913
